Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Hypokalemic_Periodic_Paralysis
Frankfurter_beef_unheated,22-rdf-syntax-ns#type,Food
Kale_frozen_cooked_boiled_drained_without_salt,mediumIn,Sodium
Almond_milk_unsweetened_plain_shelf_stable,highIn,Calcium
Cheese_monterey_jack_solid,recommendedFor,Major_Depressive_Disorder
Cream_cheese_full_fat_block,recommendedFor,Water_Electrolyte_Imbalance
Oil_sunflower,22-rdf-syntax-ns#type,Food
Beans_Dry_Tan_0_moisture,recommendedFor,Dysgeusia
Spinach_mature,lowIn,Fiber
Yogurt_plain_whole_milk,lowIn,Magnesium
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Craniofacial_Abnormalities
Egg_yolk_dried,recommendedFor,Bone_Diseases__Endocrine
Cheese_dry_white_queso_seco,recommendedFor,Prostatic_Neoplasms
Chia_seeds_dry_raw,recommendedFor,Glioma
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Liver_Cirrhosis
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Hypokalemic_Periodic_Paralysis
Cheese_cheddar,recommendedFor,Colitis
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Ventricular_Dysfunction__Left
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Lung_Injury
Pork_loin_boneless_raw,mediumIn,Zinc
Peanut_butter_creamy,recommendedFor,Major_Depressive_Disorder
Potatoes_red_without_skin_raw,recommendedFor,Tremor
Sorghum_bran_white_unenriched_dry_raw,highIn,Potassium
Beef_top_sirloin_steak_raw,recommendedFor,Heart_Defects__Congenital
Beef_top_sirloin_steak_raw,mediumIn,Fat
Flour_oat_whole_grain,recommendedFor,Prenatal_Injuries
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Urinary_Bladder_Diseases
Cheese_parmesan_grated,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Hypotension
Beans_Dry_Carioca_0_moisture,recommendedFor,Cardiotoxicity
Flour_rye,recommendedFor,Anemia
Lentils_dry,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Beans_cannellini_dry,recommendedFor,Disease_Susceptibility
Egg_whole_dried,recommendedFor,Paranoid_Disorders
Beans_Dry_Cranberry_0_moisture,recommendedFor,Renal_Insufficiency
Seeds_sunflower_seed_kernel_raw,recommendedFor,Intestinal_Diseases
Potatoes_gold_without_skin_raw,mediumIn,Carbohydrate
Eggs_Grade_A_Large_egg_whole,recommendedFor,Vitamin_D_Deficiency
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Kidney_Diseases
Flaxseed_ground,recommendedFor,Protein_Deficiency
Lentils_dry,recommendedFor,Liver_Diseases
Beans_Dry_Light_Red_Kidney_0_moisture,highIn,Zinc
Nuts_almonds_whole_raw,recommendedFor,Tachycardia__Supraventricular
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Multiple_Myeloma
Egg_yolk_dried,recommendedFor,Bone_Diseases
Milk_whole_325_milkfat_with_added_vitamin_D,recommendedFor,Colitis
Beans_Dry_Small_White_0_moisture,recommendedFor,Ventricular_Dysfunction__Left
Sauce_pasta_spaghettimarinara_readytoserve,mediumIn,Iron
Flour_almond,recommendedFor,Muscular_Diseases
Applesauce_unsweetened_with_added_vitamin_C,contraindicatedFor,Diabetes_Mellitus
Cabbage_red_raw,mediumIn,Calcium
Zinc,treats,Infant_Death
Rice_red_unenriched_dry_raw,mediumIn,Vitamin_B6
Peanuts_raw,recommendedFor,Hypotension
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Fever
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Nectarines_raw,lowIn,Magnesium
Beans_Dry_Cranberry_0_moisture,recommendedFor,Hepatomegaly
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,mediumIn,Sodium
Beans_Dry_Red_0_moisture,recommendedFor,Arthralgia
Snow_crab_legs_only_frozen__,recommendedFor,Testicular_Diseases
Beans_Dry_Brown_0_moisture,recommendedFor,Osteoporosis__Postmenopausal
Restaurant_Chinese_fried_rice_without_meat,recommendedFor,Renal_Insufficiency
Flour_whole_wheat_unenriched,recommendedFor,Major_Depressive_Disorder
Beans_Dry_Red_0_moisture,recommendedFor,Osteoporosis
Yogurt_plain_whole_milk,recommendedFor,Hypertension
Rice_brown_long_grain_unenriched_raw,recommendedFor,Tachycardia
Lamb_ground_raw,highIn,Zinc
Flour_rye,mediumIn,Protein
Sesame_butter_creamy,recommendedFor,Protein_Deficiency
Tomatoes_whole_canned_solids_and_liquids_with_salt_added,recommendedFor,Renal_Insufficiency
Beeftenderloin_steak_raw,mediumIn,Potassium
Flour_corn_yellow_fine_meal_enriched,recommendedFor,Anemia
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Edema
Salt_table_iodized,recommendedFor,Ventricular_Fibrillation
Flour_rye,lowIn,Sodium
Nuts_brazilnuts_raw,recommendedFor,Disease_Progression
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hyperlipidemias
Flour_whole_wheat_unenriched,recommendedFor,Coronary_Vasospasm
Flour_chestnut,lowIn,Saturated_Fat
Eggs_Grade_A_Large_egg_whole,recommendedFor,Acute_Kidney_Injury
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Heart_Diseases
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Hyperlipidemias
Mahi_mahi_frozen_wild_caught,recommendedFor,Acute_Kidney_Injury
Millet_whole_grain,recommendedFor,Hemorrhage
Calcium,treats,Nephrolithiasis
Bison_ground_raw,recommendedFor,Acute_Kidney_Injury
Buckwheat_whole_grain,recommendedFor,Long_QT_Syndrome
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Hypoparathyroidism
Beeftenderloin_steak_raw,recommendedFor,Esophageal_Neoplasms
Egg_yolk_dried,recommendedFor,Pruritus
Bison_ground_raw,recommendedFor,Cardiotoxicity
Beet_greens_raw,mediumIn,Protein
Beans_Dry_Black_0_moisture,recommendedFor,Long_QT_Syndrome
Beans_Dry_Carioca_0_moisture,recommendedFor,Vasospasm__Intracranial
Almond_butter_creamy,recommendedFor,Pain
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Anemia__Iron_Deficiency
Beans_black_canned_sodium_added_drained_and_rinsed,mediumIn,Protein
Cream_sour_full_fat,lowIn,Potassium
Flour_corn_yellow_fine_meal_enriched,mediumIn,Protein
Potatoes_red_without_skin_raw,lowIn,Sugar
Seeds_sunflower_seed_kernel_raw,recommendedFor,Hyperkinesis
Cheese_monterey_jack_solid,recommendedFor,Hyperemia
Nuts_pine_nuts_raw,recommendedFor,Arthralgia
Cheese_parmesan_grated_refrigerated,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_Dry_Pinto_0_moisture,recommendedFor,Hypertension
Cheese_parmesan_grated_refrigerated,recommendedFor,Craniofacial_Abnormalities
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Pulmonary_Fibrosis
Nuts_cashew_nuts_raw,recommendedFor,Multiple_Myeloma
Beans_Dry_Cranberry_0_moisture,highIn,Protein
Beet_greens_raw,recommendedFor,Urinary_Bladder_Diseases
Sauce_salsa_readytoserve,recommendedFor,Heart_Diseases
Lentils_dry,recommendedFor,Heart_Defects__Congenital
Onions_red_raw,mediumIn,Potassium
Nuts_almonds_whole_raw,recommendedFor,Migraine_Disorders
Flour_spelt_whole_grain,recommendedFor,Teratozoospermia
Lentils_dry,mediumIn,Fat
Brussels_sprouts_raw,recommendedFor,Nerve_Degeneration
Nuts_brazilnuts_raw,recommendedFor,Ventricular_Fibrillation
Peanut_butter_creamy,recommendedFor,Hyperemia
Nuts_pecans_halves_raw,recommendedFor,Lung_Injury
Onions_yellow_raw,mediumIn,Vitamin_C
Mushroom_maitake,recommendedFor,Rickets
Snow_crab_legs_only_frozen__,recommendedFor,Colitis
Flour_oat_whole_grain,highIn,Fiber
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Chia_seeds_dry_raw,recommendedFor,Bone_Diseases
Pears_raw_bartlett,contraindicatedFor,Diabetes_Mellitus
Oats_whole_grain_steel_cut,recommendedFor,Hyperkinesis
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Edema
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Heart_Diseases
Beans_Dry_Tan_0_moisture,22-rdf-syntax-ns#type,Food
Pork_cured_bacon_cooked_restaurant,recommendedFor,Splenic_Diseases
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Reperfusion_Injury
Nuts_cashew_nuts_raw,recommendedFor,Edema
Seeds_sunflower_seed_kernel_raw,recommendedFor,Heart_Failure
Yogurt_Greek_plain_nonfat,recommendedFor,Nerve_Compression_Syndromes
Restaurant_Latino_tamale_pork,recommendedFor,Acute_Kidney_Injury
Butter_stick_salted,recommendedFor,Tachycardia
Mahi_mahi_frozen_wild_caught,22-rdf-syntax-ns#type,Food
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Necrosis
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Hyperglycemia
Potatoes_russet_without_skin_raw,mediumIn,Protein
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Cardiovascular_Diseases
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,recommendedFor,Kidney_Diseases__Cystic
Beans_Dry_Small_Red_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Cheese_cotija_solid,22-rdf-syntax-ns#type,Food
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Insulin_Resistance
Beans_Dry_Brown_0_moisture,recommendedFor,Hepatolenticular_Degeneration
Beans_Dry_Tan_0_moisture,recommendedFor,Hypomagnesemia_primary
Spinach_mature,recommendedFor,Hyperalgesia
Farro_pearled_dry_raw,recommendedFor,Proteinuria
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Torsades_de_Pointes
Mahi_mahi_frozen_wild_caught,lowIn,Carbohydrate
Flour_wheat_allpurpose_enriched_unbleached,lowIn,Potassium
Nuts_almonds_whole_raw,highIn,Magnesium
Beans_Dry_Pink_0_moisture,recommendedFor,Pain
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Splenic_Diseases
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Inflammation
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Necrosis
Parsnips_raw,recommendedFor,Paralysis
Figs_dried_uncooked,recommendedFor,Neoplasms
Flour_coconut,recommendedFor,Hemorrhage
Squash_summer_green_zucchini_includes_skin_raw,22-rdf-syntax-ns#type,Food
Fish_tuna_light_canned_in_water_drained_solids,mediumIn,Potassium
Beans_Dry_Red_0_moisture,recommendedFor,Magnesium_Deficiency
Flour_amaranth,recommendedFor,Migraine_Disorders
Apples_honeycrisp_with_skin_raw,lowIn,Zinc
Flour_chestnut,22-rdf-syntax-ns#type,Food
Blackeye_pea_dry,mediumIn,Calcium
Flour_spelt_whole_grain,recommendedFor,Dysgeusia
Blackeye_pea_dry,recommendedFor,Hypokalemia
Nuts_pecans_halves_raw,recommendedFor,Polycystic_Ovary_Syndrome
Beet_greens_raw,recommendedFor,Hypoparathyroidism
Mushroom_crimini,recommendedFor,Muscle_Weakness
Yogurt_plain_nonfat,recommendedFor,Arrhythmias__Cardiac
Fish_salmon_Atlantic_farm_raised_raw,recommendedFor,Water_Electrolyte_Imbalance
Egg_whole_dried,recommendedFor,Ventricular_Dysfunction__Left
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Substance_Withdrawal_Syndrome
Beans_Dry_Black_0_moisture,recommendedFor,Prostatic_Neoplasms
Tomatoes_grape_raw,mediumIn,Potassium
Beans_Dry_Black_0_moisture,recommendedFor,Weight_Loss
Beans_Dry_Red_0_moisture,recommendedFor,Hypokalemic_Periodic_Paralysis
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Disease_Susceptibility
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Cardiomyopathies
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Tachycardia__Ventricular
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Inflammation
Drug_Related_Side_Effects_and_Adverse_Reactions,22-rdf-syntax-ns#type,Disease
Cheese_cotija_solid,recommendedFor,Teratozoospermia
Nuts_walnuts_English_halves_raw,recommendedFor,Testicular_Diseases
Beans_Dry_Carioca_0_moisture,recommendedFor,Infant_Death
Juice_prune_shelfstable,mediumIn,Calcium
Oat_milk_unsweetened_plain_refrigerated,lowIn,Vitamin_B6
Flour_potato,highIn,Carbohydrate
Apricot_with_skin_raw,mediumIn,Sugar
Flour_whole_wheat_unenriched,recommendedFor,Cardiomyopathies
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,lowIn,Calcium
Pork_cured_bacon_cooked_restaurant,recommendedFor,Ventricular_Dysfunction__Left
Beans_cannellini_dry,recommendedFor,Nerve_Degeneration
Potatoes_red_without_skin_raw,lowIn,Fat
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Seizures
Flour_amaranth,highIn,Magnesium
Cheese_mozzarella_low_moisture_partskim,mediumIn,Magnesium
Beef_ground_90_lean_meat__10_fat_raw,mediumIn,Saturated_Fat
Fish_cod_Atlantic_wild_caught_raw,mediumIn,Potassium
Cheese_swiss,recommendedFor,Hyperlipidemias
Cheese_dry_white_queso_seco,recommendedFor,Hypocalcemia
Flour_soy_defatted,22-rdf-syntax-ns#type,Food
Lentils_dry,recommendedFor,Intestinal_Diseases
Buckwheat_whole_grain,recommendedFor,Cardiovascular_Diseases
Eggs_Grade_A_Large_egg_whole,lowIn,Fiber
Flour_soy_defatted,highIn,Potassium
Rice_brown_long_grain_unenriched_raw,recommendedFor,Hypertension
Apples_gala_with_skin_raw,lowIn,Magnesium
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Heart_Defects__Congenital
Sausage_turkey_breakfast_links_mild_raw,22-rdf-syntax-ns#type,Food
Pears_raw_bartlett,lowIn,Vitamin_B6
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,mediumIn,Sodium
Nephrolithiasis,22-rdf-syntax-ns#type,Disease
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Parasomnias
Nuts_pine_nuts_raw,recommendedFor,Magnesium_Deficiency
Flour_whole_wheat_unenriched,22-rdf-syntax-ns#type,Food
Einkorn_grain_dry_raw,recommendedFor,Hemorrhage
Beans_Dry_Navy_0_moisture,recommendedFor,Asthma
Nephrocalcinosis,22-rdf-syntax-ns#type,Disease
Flour_barley,recommendedFor,Cardiovascular_Diseases
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Major_Depressive_Disorder
Tomatillos_dehusked_raw,lowIn,Vitamin_C
Olives_green_Manzanilla_stuffed_with_pimiento,highIn,Fat
Spinach_mature,recommendedFor,Autistic_Disorder
Bread_wholewheat_commercially_prepared,recommendedFor,Long_QT_Syndrome
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Osteoporosis
Pork_loin_boneless_raw,mediumIn,Iron
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,recommendedFor,Arrhythmias__Cardiac
Flour_sorghum,recommendedFor,Anemia__Iron_Deficiency
Beans_Dry_Tan_0_moisture,recommendedFor,Tachycardia__Ectopic_Atrial
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Kidney_Diseases
Nuts_hazelnuts_or_filberts_raw,highIn,Fiber
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Nephrocalcinosis
Kale_raw,recommendedFor,Neurologic_Manifestations
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Heart_Failure
Cheese_cottage_lowfat_2_milkfat,22-rdf-syntax-ns#type,Food
Beans_Dry_Small_Red_0_moisture,recommendedFor,Fever
Flour_potato,recommendedFor,Diabetic_Ketoacidosis
Flour_cassava,recommendedFor,Osteoporosis__Postmenopausal
Blackeye_pea_dry,recommendedFor,Tremor
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Melanoma
Nuts_pine_nuts_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Beans_Dry_Cranberry_0_moisture,recommendedFor,Urinary_Bladder_Diseases
Flour_coconut,recommendedFor,Major_Depressive_Disorder
Butter_stick_salted,lowIn,Magnesium
Cream_sour_full_fat,recommendedFor,Weight_Gain
Flour_soy_fullfat,recommendedFor,Gastrointestinal_Diseases
Flour_rice_white_unenriched,22-rdf-syntax-ns#type,Food
Tomato_paste_canned_without_salt_added,recommendedFor,Diabetic_Ketoacidosis
Cheese_cotija_solid,recommendedFor,Dysgeusia
Farro_pearled_dry_raw,highIn,Carbohydrate
Beans_cannellini_canned_sodium_added_drained_and_rinsed,recommendedFor,Water_Electrolyte_Imbalance
Lobster_tail_only_frozen_wild_caught,recommendedFor,Water_Electrolyte_Imbalance
Cheese_parmesan_grated_refrigerated,recommendedFor,Neoplasms
Mushroom_lions_mane,recommendedFor,Arrhythmias__Cardiac
Flour_oat_whole_grain,mediumIn,Folate
Beef_round_top_round_boneless_choice_raw,recommendedFor,Diarrhea
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Pulpitis
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Cell_Transformation__Neoplastic
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Substance_Withdrawal_Syndrome
Nuts_brazilnuts_raw,recommendedFor,Diabetic_Cardiomyopathies
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Arrhythmias__Cardiac
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Pulpitis
Nuts_walnuts_English_halves_raw,recommendedFor,Colitis
Beans_Dry_Cranberry_0_moisture,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Mushroom_maitake,recommendedFor,Mental_Disorders
Sweet_potatoes_orange_flesh_without_skin_raw,mediumIn,Magnesium
Mushrooms_shiitake,22-rdf-syntax-ns#type,Food
Fish_tilapia_farm_raised_raw,lowIn,Calcium
Squash_summer_green_zucchini_includes_skin_raw,highIn,Folate
Cholesterol,worsensWith,Atherosclerosis
Beans_Dry_Tan_0_moisture,recommendedFor,Acute_Kidney_Injury
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Leukemia
Turkey_ground_93_lean_7_fat_raw,mediumIn,Sodium
Beans_Dry_Cranberry_0_moisture,recommendedFor,Coronary_Vasospasm
Yogurt_plain_nonfat,mediumIn,Vitamin_D
Beans_Dry_Tan_0_moisture,recommendedFor,Cardiotoxicity
Seeds_sunflower_seed_kernel_raw,recommendedFor,Muscular_Diseases
Flaxseed_ground,recommendedFor,Acrodermatitis
Plantains_ripe_raw,recommendedFor,Muscle_Weakness
Farro_pearled_dry_raw,recommendedFor,Diabetic_Ketoacidosis
Watermelon_seedless_flesh_only_raw,lowIn,Magnesium
Beans_Dry_Small_White_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Diarrhea
Strawberries_raw,lowIn,Zinc
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Urinary_Bladder_Diseases
Kale_raw,mediumIn,Vitamin_B6
Flour_rye,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Cheese_ricotta_whole_milk,recommendedFor,Neoplasms
Einkorn_grain_dry_raw,recommendedFor,Major_Depressive_Disorder
Carbohydrate,22-rdf-syntax-ns#type,Nutrient
Sorghum_whole_grain_white_dry_raw,recommendedFor,Anemia__Iron_Deficiency
Flour_spelt_whole_grain,22-rdf-syntax-ns#type,Food
Beans_Dry_Cranberry_0_moisture,recommendedFor,Hypoparathyroidism
Soy_milk_unsweetened_plain_shelf_stable,lowIn,Fiber
Apricot_with_skin_raw,mediumIn,Fat
Egg_white_dried,recommendedFor,Hypokalemia
Grape_juice_white_with_added_vitamin_C_from_concentrate_shelf_stable,lowIn,Calcium
Almond_butter_creamy,recommendedFor,Osteoporosis__Postmenopausal
Sesame_butter_creamy,recommendedFor,Acrodermatitis
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Hypocalcemia
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Drug_Overdose
Lentils_dry,recommendedFor,Heart_Failure
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Flour_spelt_whole_grain,recommendedFor,Hypomagnesemia_primary
Cheese_swiss,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Cheese_cheddar,recommendedFor,Cardiotoxicity
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Polyradiculopathy
Chicken_wing_meat_and_skin_raw,mediumIn,Potassium
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Hyperemia
Cheese_parmesan_grated_refrigerated,recommendedFor,Ventricular_Dysfunction__Left
Beans_black_canned_sodium_added_drained_and_rinsed,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Nuts_almonds_whole_raw,recommendedFor,Atherosclerosis
Fish_haddock_raw,mediumIn,Magnesium
Beans_Dry_Black_0_moisture,recommendedFor,Edema
Flour_oat_whole_grain,recommendedFor,Hepatomegaly
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,mediumIn,Cholesterol
Chickpeas_garbanzo_beans_bengal_gram_dry,highIn,Protein
Almond_butter_creamy,recommendedFor,Peripheral_Nervous_System_Diseases
Yogurt_Greek_plain_whole_milk,recommendedFor,Colitis
Beans_Dry_Red_0_moisture,recommendedFor,Necrosis
Almond_milk_unsweetened_plain_refrigerated,highIn,Calcium
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Bone_Diseases
Beeftenderloin_steak_raw,recommendedFor,Inflammation
Beans_Dry_Red_0_moisture,recommendedFor,Insulin_Resistance
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Prostatic_Neoplasms
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Migraine_Disorders
Swordfish_frozen_wild_caught,recommendedFor,Nerve_Degeneration
Beans_Dry_Tan_0_moisture,recommendedFor,Vasospasm__Intracranial
Bread_wholewheat_commercially_prepared,recommendedFor,Cardiovascular_Diseases
Beet_greens_raw,recommendedFor,Substance_Withdrawal_Syndrome
Beans_Dry_Red_0_moisture,recommendedFor,Splenic_Diseases
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Leukemia
Flour_coconut,recommendedFor,Hyperemia
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Cholestasis__Extrahepatic
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Cholestasis
Cholestasis,22-rdf-syntax-ns#type,Disease
Khorasan_grain_dry_raw,recommendedFor,Cerebrovascular_Disorders
Soy_milk_sweetened_plain_refrigerated,highIn,Vitamin_D
Egg_yolk_dried,recommendedFor,Proteinuria
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Hypoparathyroidism
Beans_Dry_Small_White_0_moisture,recommendedFor,Developmental_Disabilities
